Date,Time,Store,Location,Magazine,Magazine_Location,Week,Year,Product,Brand,Description,Quantity,Unit,Price,Currency,URL,OCR_Confidence,Language,Notes,Image_Path
2026-03-30,22:31:38,Auchan,Paris,auchan_fr,Paris,14,2026,muesli-cereales,quacker,"croustillant noix de pecan et noix du bresil; sach",500.00,g,5.20,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\muesli-cereales_500.00g\2026-03-30_22-31-33-875.png"
2026-03-30,22:34:22,Auchan,Paris,auchan_fr,Paris,14,2026,muesli-cereales,pouce,"aux fruits secs",750.00,g,2.33,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\muesli-cereales_750.00g\2026-03-30_22-34-14-486.png"
2026-03-30,22:36:40,Auchan,Paris,auchan_fr,Paris,14,2026,muesli-cereales,bjorg,"bio raisin figue datte et abricot; sachet",750.00,g,5.69,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\muesli-cereales_750.00g\2026-03-30_22-36-37-232.png"
2026-03-30,22:38:25,Auchan,Paris,auchan_fr,Paris,14,2026,farine-de-ble,mdd,"fluide t45; sachet",1.00,kg,1.00,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\farine-de-ble_1.00kg\2026-03-30_22-38-09-571.png"
2026-03-30,22:40:47,Auchan,Paris,auchan_fr,Paris,14,2026,farine-de-ble,francine,"tous usages t65; sachet",1.00,kg,1.65,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\farine-de-ble_1.00kg\2026-03-30_22-40-40-932.png"
2026-03-30,22:43:50,Auchan,Paris,auchan_fr,Paris,14,2026,pates,mdd,"spaghetti; sachet",1.00,kg,1.59,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\pasta_1.00kg\2026-03-30_22-43-47-451.png"
2026-03-30,22:45:41,Auchan,Paris,auchan_fr,Paris,14,2026,pates,pouce,"spaghetti; sachet",1.00,kg,1.14,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\pates_1.00kg\2026-03-30_22-45-38-477.png"
2026-03-30,22:46:39,Auchan,Paris,auchan_fr,Paris,14,2026,pates,barilla,"spaghetti no 5; boite en carton",500,g,1.24,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\pates\2026-03-30_22-46-34-716.png"
2026-03-24,10:00:00,Auchan,Paris,auchan_fr,Paris,13,2026,sardines,mdd,"à l'huile",120,g,1.29,EUR,none,,fr,"Sardines à l'huile",""
2026-03-24,10:15:00,Auchan,Paris,auchan_fr,Paris,13,2026,couches_bebe,mdd,"size 4 (9-14kg)",56,piece,18.99,EUR,none,,fr,"Couches Bébé",""
2026-03-24,10:30:00,Auchan,Paris,auchan_fr,Paris,13,2026,couches_adulte,tena,"medium",30,piece,12.49,EUR,none,,fr,"Couches Adulte",""
2026-03-24,10:45:00,Auchan,Paris,auchan_fr,Paris,13,2026,serviettes_hygieniques,mdd,"ultra protect",20,piece,2.99,EUR,none,,fr,"Serviettes Hygiéniques",""
2026-03-24,11:00:00,Auchan,Paris,auchan_fr,Paris,13,2026,puree_legumes,bledinat,"carottes et patate douce",190,g,1.19,EUR,none,,fr,"Les petits pots ou purées",""
2026-03-24,11:15:00,Auchan,Paris,auchan_fr,Paris,13,2026,toothpaste,elmex,"junior 6-12 years",75,ml,3.49,EUR,none,,fr,"Tooth paste",""
2026-03-31,19:30:09,Walmart,Doral; FL,walmart_us,Doral, FL,14,2026,coffe,maxwell-house,"breakfast blend",25.60,oz,14.84,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\walmart_us_doral\Walmart\coffe_25.60oz\2026-03-31_19-29-47-980.png"
2026-04-02,18:18:55,Auchan,Paris,auchan_fr,Paris,14,2026,cafe,mdd,"moulu tradition i8; sachet",250.00,g,2.88,EUR,https://www.auchan.fr/auchan-cafe-moulu-tradition-intensite-8/pr-C1309198,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\cafe_250.00g\2026-04-02_18-18-39-131.png"
2026-04-03,18:20:47,Carrefour,Paris,carrefour_fr,Paris,14,2026,cafe,mdd,"moulu classique; paquet",250.00,g,2.59,EUR,https://www.carrefour.fr/p/cafe-moulu-classique-carrefour-classic-3270190007920,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\cafe\2026-04-03_18-30-39-726.png"
2026-04-03,20:38:32,Carrefour,Paris,carrefour_fr,Paris,14,2026,cafe,simpl,"solouble areome riche; bocal",200.00,g,3.49,EUR,https://www.carrefour.fr/p/cafe-soluble-arome-riche-simpl-3560071469511,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\cafe_200.00g\2026-04-03_20-38-06-791.png"
2026-04-03,20:49:04,Carrefour,Paris,carrefour_fr,Paris,14,2026,cafe,mdd,"soluble gold extra; bocal",100.00,g,2.85,EUR,https://www.carrefour.fr/p/cafe-soluble-gold-carrefour-extra-3560071275808,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\cafe_100.00g\2026-04-03_20-48-39-668.png"
2026-04-03,20:52:47,Carrefour,Paris,carrefour_fr,Paris,14,2026,cafe,nestcafe,"selection soluble; bocal",200.00,g,6.19,EUR,https://www.carrefour.fr/p/cafe-soluble-selection-nescafe-3033710075225,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\cafe_200.00g\2026-04-03_20-52-29-857.png"
2026-04-03,21:05:24,Carrefour,Paris,carrefour_fr,Paris,14,2026,cafe,grand-mere,"moulu familial 100% robusta; paquet",225.00,g,3.19,EUR,https://www.carrefour.fr/p/cafe-moulu-familial-100-robusta-grand-mere-8711000693704,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\cafe\2026-04-03_21-05-55-361.png"
2026-04-03,22:07:05,Carrefour,Paris,carrefour_fr,Paris,14,2026,infusion,elephant,"nuit tranquile verveine feuilles d'oranger 20x;  sachet",30.00,g,2.19,EUR,https://www.carrefour.fr/p/infusion-verveine-feuilles-d-oranger-camomille-tilleul-nuit-tranquille-elephant-8720608030330,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\infusion_30.00g\2026-04-03_22-06-57-871.png"
2026-04-03,22:10:39,Carrefour,Paris,carrefour_fr,Paris,14,2026,infusion,mdd,"verveine menthe classic 25x; sachet",35.00,g,0.99,EUR,https://www.carrefour.fr/p/infusion-verveine-menthe-carrefour-classic-3560070928255,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\infusion_35.00g\2026-04-03_22-09-30-167.png"
2026-04-03,22:32:35,Carrefour,Paris,carrefour_fr,Paris,14,2026,infusion,la-tisaniere,"citron apres repas 20x; sachet",37.50,g,2.99,EUR,https://www.carrefour.fr/p/infusion-citron-apres-repas-la-tisaniere-3042062209134,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\infusion_37.50g\2026-04-03_22-32-24-618.png"
2026-04-03,22:38:07,Auchan,Paris,auchan_fr,Paris,14,2026,infusion,la-tisaniere,"apres-repas citron 20x ; sachet",37.50,g,3.59,EUR,https://www.auchan.fr/la-tisaniere-infusion-apres-repas-baobab-menthe-poivree-graines-d-anis/pr-C1635679,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\infusion_37.50g\2026-04-03_22-37-58-622.png"
2026-04-04,19:22:23,Carrefour,Paris,carrefour_fr,Paris,14,2026,the,mdd,"english breakfast 25x; sachet",50.00,g,0.85,EUR,https://www.carrefour.fr/p/the-noir-english-breakfast-carrefour-classic-3560070230778,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\the\2026-04-04_19-23-04-196.png"
2026-04-04,19:39:04,Carrefour,Paris,carrefour_fr,Paris,14,2026,the,mdd,"noir aromatise saveur bargamote 20x; sachet",36.00,g,1.85,EUR,https://www.carrefour.fr/p/the-noir-aromatise-saveur-bergamote-carrefour-3560070659517,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\the_36.00g\2026-04-04_19-38-56-906.png"
2026-04-04,19:50:08,Carrefour,Paris,carrefour_fr,Paris,14,2026,the,twinings,"noir saveur fruits rouges 20x;",30.00,g,2.89,EUR,https://www.carrefour.fr/p/the-noir-saveur-fruits-rouges-twinings-5055953903835,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\the_30.00g\2026-04-04_19-49-58-974.png"
2026-04-04,19:52:13,Carrefour,Paris,carrefour_fr,Paris,14,2026,the,lipton,"noir fruits rouges; boite",150.00,g,7.06,EUR,https://www.carrefour.fr/p/the-noir-fruits-rouges-lipton-5063270109472,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\the_150.00g\2026-04-04_19-52-00-727.png"
2026-04-04,20:26:11,Carrefour,Paris,carrefour_fr,Paris,14,2026,jus,mdd,"orange avec pulpe; bouteille",1.50,L,3.39,EUR,https://www.carrefour.fr/p/jus-d-orange-100-pur-jus-avec-pulpe-carrefour-extra-3560071182236,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\jus_1.50L\2026-04-04_19-55-39-378.png"
2026-04-04,20:37:51,Carrefour,Paris,carrefour_fr,Paris,14,2026,jus,andros,"pur jus presse; bouteille",1.50,L,2.90,EUR,https://www.carrefour.fr/p/jus-d-oranges-100-pur-jus-presse-andros-3608580001430,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\jus\2026-04-04_20-39-29-676.png"
2026-04-04,20:48:01,Carrefour,Paris,carrefour_fr,Paris,14,2026,sirop,teisseire,"menthe verte; bouteille",60.00,cl,2.35,EUR,https://www.carrefour.fr/p/sirop-menthe-verte-teisseire-3092718637033,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\sirop_60.00cl\2026-04-04_20-47-53-097.png"
2026-04-04,20:53:43,Carrefour,Paris,carrefour_fr,Paris,14,2026,sirop,,"menthe; bouteille",,g,1.89,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\sirop\2026-04-04_20-54-16-019.png"
2026-04-04,21:28:11,Carrefour,Paris,carrefour_fr,Paris,14,2026,pain-de-mie,harry's,"nature sans croute sans additifs; sachet",500.00,g,1.72,EUR,https://www.carrefour.fr/p/pain-de-mie-nature-100-mie-sans-croute-sans-additifs-petites-tranches-harrys-3228857000852,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\pain-de-mie_500.00g\2026-04-04_21-27-44-900.png"
2026-04-04,21:38:02,Carrefour,Paris,carrefour_fr,Paris,14,2026,pain-de-mie,mdd,"nature maxi",550.00,g,1.39,EUR,https://www.carrefour.fr/p/pain-de-mie-nature-maxi-carrefour-classic-3560071478827,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\pain-de-mie_550.00g\2026-04-04_21-37-54-520.png"
2026-04-04,21:57:54,Carrefour,Paris,carrefour_fr,Paris,14,2026,pates,barilla,"spaghetti no 5; boite en carton",500.00,g,1.05,EUR,https://www.carrefour.fr/p/pates-spaghetti-n05-barilla-8076800195057,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\pates_500.00g\2026-04-04_21-57-46-763.png"
2026-04-04,21:59:42,Carrefour,Paris,carrefour_fr,Paris,14,2026,pates,mdd,"spaguetti; sachet",1.00,kg,1.35,EUR,https://www.carrefour.fr/p/pates-spaghetti-carrefour-3560070328888,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\pates_1.00kg\2026-04-04_21-59-35-822.png"
2026-04-04,22:01:34,Carrefour,Paris,carrefour_fr,Paris,14,2026,pates,simpl,"spaghetti; sachet",1.00,kg,1.29,EUR,https://www.carrefour.fr/p/pates-spaghetti-simpl-3560071016869,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\pates_1.00kg\2026-04-04_22-01-12-521.png"
2026-04-05,11:21:40,Carrefour,Paris,carrefour_fr,Paris,14,2026,essuie-tout,simpl,"blanc compact de 85 feuilles; rouleaux",3.00,piece,1.59,EUR,https://www.carrefour.fr/p/essuie-tout-blanc-simpl-3560071269524,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\essuie-tout_3.00piece\2026-04-05_11-21-31-387.png"
2026-04-05,11:30:11,Carrefour,Paris,carrefour_fr,Paris,14,2026,essuie-tout,mdd,"ultra absorption blanc 45x3 feuilles; rouleaux",4.00,piece,2.49,EUR,https://www.carrefour.fr/p/essuie-tout-ultra-absorption-blanc-carrefour-sensation-3560070809981,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\essuie-tout_4.00piece\2026-04-05_11-30-03-134.png"
2026-04-05,11:34:49,Carrefour,Paris,carrefour_fr,Paris,14,2026,essuie-tout,mdd,"classic blanc 64fx2; rouleaux",4.00,piece,2.45,EUR,https://www.carrefour.fr/p/essuie-tout-classic-blanc-carrefour-essential-3560070332618,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\essuie-tout_4.00piece\2026-04-05_11-34-42-806.png"
2026-04-05,12:01:06,Carrefour,Paris,carrefour_fr,Paris,14,2026,essuie-tout,okay,"adapt blanc 3x; rouleaux",3.00,piece,2.79,EUR,https://www.carrefour.fr/p/essuie-tout-adapt-blanc-okay-3133200078252,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\essuie-tout_3.00piece\2026-04-05_12-00-52-101.png"
2026-04-05,13:58:18,Carrefour,Paris,carrefour_fr,Paris,14,2026,lave-vaisselle,finish,"quantum 46x capsules; sachet",46.00,piece,11.55,EUR,https://www.carrefour.fr/p/capsules-lave-vaisselle-quantum-finish-3665468402420,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lave-vaisselle_46.00piece\2026-04-05_13-58-11-091.png"
2026-04-05,14:07:13,Carrefour,Paris,carrefour_fr,Paris,14,2026,lave-vaisselle,finish,"power gel 900ml = 45 lavages; flacon",45.00,piece,7.35,EUR,https://www.carrefour.fr/p/gel-lave-vaisselle-power-gel-finish-3665468403298,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lave-vaisselle_45.00piece\2026-04-05_14-07-02-239.png"
2026-04-05,14:11:28,Carrefour,Paris,carrefour_fr,Paris,14,2026,lave-vaisselle,mdd,"gel classic 1.5l = 75 lavages",75,piece,4.75,EUR,https://www.carrefour.fr/p/gel-lave-vaisselle-classic-carrefour-expert-3560071502379,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lave-vaisselle\2026-04-05_14-11-19-027.png"
2026-04-05,14:16:36,Carrefour,Paris,carrefour_fr,Paris,14,2026,lessive,simpl,"liquide 1.98l = 36 lavages; flacon",36.00,piece,2.09,EUR,https://www.carrefour.fr/p/lessive-liquide-simpl-3560071241896,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lessive_36.00piece\2026-04-05_14-16-14-999.png"
2026-04-05,14:31:35,Carrefour,Paris,carrefour_fr,Paris,14,2026,lessive,mdd,"liquide optimal clean 1.98l = 44 lavages; bidon",44.00,piece,4.99,EUR,https://www.carrefour.fr/p/lessive-optimal-clean-classique-carrefour-expert-3560071543914,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lessive_44.00piece\2026-04-05_14-31-22-827.png"
2026-04-05,14:35:15,Carrefour,Paris,carrefour_fr,Paris,14,2026,lessive,,"liquide sensitive savon de marseille 1.71l = 38 la",,g,10.39,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lessive\2026-04-05_14-35-43-071.png"
2026-04-05,15:48:39,Carrefour,Paris,carrefour_fr,Paris,14,2026,lessive,mdd,"liquide delicate laine et linge delicat 1.25l =25x",25.00,piece,2.59,EUR,https://www.carrefour.fr/p/lessive-liquide-laine-et-linge-delicat-liquide-laine-et-linge-delicat-carrefour-expert-3560071491000,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lessive_25.00piece\2026-04-05_15-48-30-003.png"
2026-04-05,15:55:56,Carrefour,Paris,carrefour_fr,Paris,14,2026,savon-solide,mdd,"marseille essential 2x 200g; film plastique",400.00,g,2.29,EUR,https://www.carrefour.fr/p/savon-solide-de-marseille-essential-carrefour-essential-3560071228408,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\savon-solide\2026-04-05_15-57-56-012.png"
2026-04-05,16:02:53,Carrefour,Paris,carrefour_fr,Paris,14,2026,savon-liquide,mdd,"soft mains peche; flacon-pompe",500.00,mL,1.05,EUR,https://www.carrefour.fr/p/savon-liquide-mains-peche-carrefour-soft-3560071514228,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\savon-liquide_500.00mL\2026-04-05_16-02-46-438.png"
2026-04-05,16:10:09,Carrefour,Paris,carrefour_fr,Paris,14,2026,savon-liquide,le-naturel,"extra pur de marseille; flacon",1.00,L,5.09,EUR,https://www.carrefour.fr/p/savon-liquide-extra-pur-de-marseille-le-naturel-3600551167091,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\savon-liquide_1.00L\2026-04-05_16-10-02-622.png"
2026-04-05,17:05:55,Carrefour,Paris,carrefour_fr,Paris,14,2026,savon-solide,le-petit-marseillais,"mains & corps extra doux 4x100; film plastique",400.00,g,2.37,EUR,https://www.carrefour.fr/p/savon-solide-de-marseille-chevrefeuille-le-petit-marseillais-3574661680699,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\savon-solide_400.00g\2026-04-05_17-05-48-421.png"
2026-04-05,17:09:36,Carrefour,Paris,carrefour_fr,Paris,14,2026,savon-solide,dove,"plain de toilette 4x 90mg; etui carton",360.00,g,4.35,EUR,https://www.carrefour.fr/p/savon-solide-creme-hydratante-dove-8720181481529,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\savon-solide_360.00g\2026-04-05_17-09-30-664.png"
2026-04-05,17:14:44,Carrefour,Paris,carrefour_fr,Paris,14,2026,nettoyant-liquide,mdd,"menager multi-surfaces desinfectant",1.50,L,1.85,EUR,https://www.carrefour.fr/p/nettoyant-menager-multi-surfaces-desinfectant-eucalyptus-carrefour-expert-3560071508838,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\nettoyant-liquide_1.50L\2026-04-05_17-14-38-019.png"
2026-04-05,17:17:04,Carrefour,Paris,carrefour_fr,Paris,14,2026,nettoyant-liquide,mr.-propre,"menager sol muti-usages citron d'ete; bidon",1.50,L,3.49,EUR,https://www.carrefour.fr/p/nettoyant-menager-sol-multi-usages-citron-d-ete-mr-propre-8700216668057,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\nettoyant-liquide_1.50L\2026-04-05_17-16-55-939.png"
2026-04-05,17:25:03,Carrefour,Paris,carrefour_fr,Paris,14,2026,nettoyant-liquide,simpl,"multi-surfaces citron",2.00,L,1.39,EUR,https://www.carrefour.fr/p/nettoyant-menager-multi-surfaces-citron-simpl-3560071325435,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\nettoyant-liquide_2.00L\2026-04-05_17-24-52-483.png"
2026-04-05,17:39:09,Carrefour,Paris,carrefour_fr,Paris,14,2026,papier-toilette,lotus,"confort doux et resistant 12x; rouleaux",12.00,piece,4.35,EUR,https://www.carrefour.fr/p/papier-toilette-doux-et-resistant-tube-jetable-fsc-confort-aqua-tube-lotus-7322540819342,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\papier-toilette_12.00piece\2026-04-05_17-38-57-835.png"
2026-04-05,17:44:01,Carrefour,Paris,carrefour_fr,Paris,14,2026,papier-toilette,mdd,"confort doux 2f; rouleaux",12.00,piece,2.95,EUR,https://www.carrefour.fr/p/papier-toilette-confort-doux-carrefour-3560070332557,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\papier-toilette_12.00piece\2026-04-05_17-43-51-101.png"
2026-04-05,17:57:35,Carrefour,Paris,carrefour_fr,Paris,14,2026,papier-toilette,,"ultra confort doux 3f 12x; rouleaux",,g,4.69,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\papier-toilette\2026-04-05_18-00-35-184.png"
2026-04-05,22:35:25,Carrefour,Paris,carrefour_fr,Paris,14,2026,beurre,mdd,"moule demi-sel original; plaquete",500.00,g,4.99,EUR,https://www.carrefour.fr/p/beurre-moule-demi-sel-carrefour-original-3270190020561,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\beurre\2026-04-05_22-44-16-255.png"
2026-04-05,22:42:11,Carrefour,Paris,carrefour_fr,Paris,14,2026,beurre,paysan-breton,"demi-sel; moule",500.00,g,6.39,EUR,https://www.carrefour.fr/p/beurre-demi-sel-moule-paysan-breton-3412290016055,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\beurre_500.00g\2026-04-05_22-42-04-698.png"
2026-04-05,22:47:35,Carrefour,Paris,carrefour_fr,Paris,14,2026,creme,mdd,"entiere fraiche epaisse 30%; pot",50.00,cl,1.99,EUR,https://www.carrefour.fr/p/creme-fraiche-epaisse-entiere-carrefour-classic-3270190021001,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\creme_50.00cl\2026-04-05_22-47-27-009.png"
2026-04-05,22:50:17,Carrefour,Paris,carrefour_fr,Paris,14,2026,creme,president,"entiere; fraiche epaisse 30%. pot",45.00,cl,2.49,EUR,https://www.carrefour.fr/p/creme-fraiche-epaisse-entiere-30-mg-president-3155251205548,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\creme_45.00cl\2026-04-05_22-50-07-332.png"
2026-04-05,23:39:13,Carrefour,Paris,carrefour_fr,Paris,14,2026,biscuits,mdd,"petit beurre original 2 x12; etui en carton",200.00,g,0.99,EUR,https://www.carrefour.fr/p/biscuits-petit-beurre-original-carrefour-classic-3560071083021,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\biscuits_200.00g\2026-04-05_23-39-00-409.png"
2026-04-05,23:43:09,Carrefour,Paris,carrefour_fr,Paris,14,2026,biscuits,mdd,"palets bretons au beurre original 8x 31.25g; paque",250.00,g,1.99,EUR,https://www.carrefour.fr/p/palets-bretons-au-beurre-carrefour-original-3560071210014,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\biscuits_250.00g\2026-04-05_23-43-00-720.png"
2026-04-05,23:45:57,Carrefour,Paris,carrefour_fr,Paris,14,2026,biscuits,mdd,"galettes bretonnes original 2x125; paquet",250.00,g,1.55,EUR,https://www.carrefour.fr/p/biscuits-galettes-bretonnes-carrefour-original-3560070712212,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\biscuits_250.00g\2026-04-05_23-45-48-169.png"
2026-04-05,23:53:14,Carrefour,Paris,carrefour_fr,Paris,14,2026,tomacouli,panzani,"nature; brique",500.00,g,1.05,EUR,https://www.carrefour.fr/p/puree-de-tomates-tomacouli-panzani-3038359008535,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\tomacouli_500.00g\2026-04-05_23-53-04-896.png"
2026-04-05,23:57:53,Carrefour,Paris,carrefour_fr,Paris,14,2026,farine-de-ble,mdd,"t45 classic; sachet",1.00,kg,0.79,EUR,https://www.carrefour.fr/p/farine-de-ble-t45-carrefour-classic-3270190117308,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\farine-de-ble_1.00kg\2026-04-05_23-57-45-385.png"
2026-04-05,23:59:36,Carrefour,Paris,carrefour_fr,Paris,14,2026,farine-de-ble,francine,"t45; sachet",1.00,kg,1.29,EUR,https://www.carrefour.fr/p/farine-de-ble-t45-francine-3068110702235,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\farine-de-ble_1.00kg\2026-04-05_23-59-29-240.png"
2026-04-06,05:54:25,Carrefour,Paris,carrefour_fr,Paris,14,2026,huile,simpl,"de colza; bouteille",1.00,L,1.49,EUR,https://www.carrefour.fr/p/huile-de-colza-simpl-3560070340408,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\huile_1.00L\2026-04-06_05-54-18-356.png"
2026-04-06,05:58:00,Carrefour,Paris,carrefour_fr,Paris,14,2026,huile,mdd,"d'olive vierge extra; bouteille",1.00,L,9.49,EUR,https://www.carrefour.fr/p/huile-d-olive-vierge-extra-carrefour-extra-3270190008262,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\huile_1.00L\2026-04-06_05-57-50-681.png"
2026-04-06,06:03:21,Carrefour,Paris,carrefour_fr,Paris,14,2026,ketchup,simpl,"puree de tomates; flacon souple",560.00,g,0.99,EUR,https://www.carrefour.fr/p/ketchup-tomato-simpl-3560070993000,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\ketchup\2026-04-06_06-05-05-437.png"
2026-04-06,06:12:28,Carrefour,Paris,carrefour_fr,Paris,14,2026,ketchup,heinz,"tomato; flacon souple",570.00,g,2.25,EUR,https://www.carrefour.fr/p/sauce-tomato-ketchup-heinz-8715700017006,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\ketchup_570.00g\2026-04-06_06-12-17-247.png"
2026-04-06,06:59:37,Carrefour,Paris,carrefour_fr,Paris,14,2026,moutarde,amora,"de dijon fine & forte; bocal",430.00,g,1.79,EUR,https://www.carrefour.fr/p/moutarde-forte-amora-8720182460721,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\moutarde_430.00g\2026-04-06_06-59-30-467.png"
2026-04-06,09:48:15,Carrefour,Paris,carrefour_fr,Paris,14,2026,moutarde,mdd,"de dijon fine et forte; flacon souple",265.00,g,1.49,EUR,https://www.carrefour.fr/p/moutarde-de-dijon-fine-et-forte-carrefour-classic-3560070368143,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\moutarde_265.00g\2026-04-06_09-48-07-811.png"
2026-04-06,09:52:06,Carrefour,Paris,carrefour_fr,Paris,14,2026,fromage,president,"emmental rape fondant; sachet",200.00,g,2.15,EUR,https://www.carrefour.fr/p/fromage-emmental-rape-fondant-president-3228021170046,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\fromage_200.00g\2026-04-06_09-51-55-846.png"
2026-04-06,09:57:41,Carrefour,Paris,carrefour_fr,Paris,14,2026,fromage,mdd,"emmental rape fondant maxi; sachet",500.00,g,3.99,EUR,https://www.carrefour.fr/p/emmental-rape-fondant-carrefour-classic-3270190207689,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\fromage_500.00g\2026-04-06_09-57-28-823.png"
2026-04-06,10:05:36,Carrefour,Paris,carrefour_fr,Paris,14,2026,fromage,president,"camember; boite",250.00,g,1.95,EUR,https://www.carrefour.fr/p/fromage-camembert-president-3228021170039,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\fromage_250.00g\2026-04-06_10-05-21-993.png"
